,transcriptomics_sample_id,cell_specimen_id,ephys_session_id,age,ephys_path,hemisphere_right,biological_sex_M,r,g,b,0_dim_pos,0_embed_pos,1_dim_pos,1_embed_pos,2_dim_pos,2_embed_pos,3_dim_pos,3_embed_pos,4_dim_pos,4_embed_pos,5_dim_pos,5_embed_pos,6_dim_pos,6_embed_pos,7_dim_pos,7_embed_pos,8_dim_pos,8_embed_pos,9_dim_pos,9_embed_pos,structure_VISl2/3,structure_VISl5,structure_VISl6a,structure_VISp1,structure_VISp2/3,structure_VISp4,structure_VISp5,structure_VISp6a,structure_VISpm2/3,structure_VISpm5,structure_VISpm6a,just_my_type_0,just_my_type_1,just_my_type_2,just_my_type_3,just_my_type_4,just_my_type_5,just_my_type_6,just_my_type_7,just_my_type_8,just_my_type_9,just_my_type_10,mean_resting_volt
2256,SM-GE8XZ_S144_E1-50,746172313,746172206,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050366\sub-743050366_ses-746172206_icephys.nwb,0,0,0.0,1.0,0.3625004724974956,0.5110036075644969,-0.45745948,0.5131899214945924,-0.47160536,0.5468731210343957,-0.41040412,0.8606808440395786,10.851194,0.5015010370296181,5.2654767,0.6930027141151829,1.6382642,0.5029432773718929,3.8768082,0.38473366515470825,2.2330983,0.7741672126568011,7.55375,0.6418034393201208,6.405212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-73.18109627329122
2258,SM-GE8XZ_S135_E1-50,746200101,746199933,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050716\sub-743050716_ses-746199933_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.582855171916551,12.365575,0.5046432944459756,-0.22341023,0.49199939886131233,0.7769261,0.6035220627188284,2.1055286,0.4761073499282741,8.62279,0.5631561254667686,3.4120233,0.23471657903379056,2.1378736,0.11428922786774473,-0.45939946,0.4754918259034881,6.798711,0.6381708178147915,6.6231804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-66.80948988580924
2259,SM-GE8XZ_S136_E1-50,746206358,746206274,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050716\sub-743050716_ses-746206274_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.603277501605512,12.416681,0.4772995698330115,-0.2667128,0.5808134595731711,0.85896313,0.5908234327460271,2.0833294,0.36073768963661834,8.245592,0.6059701840624228,3.5244963,0.3144377783164832,2.3767917,0.22590295742309793,-0.26579946,0.7280378687903758,7.0623746,0.4565392408050161,6.450565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-70.62341712695113
2262,SM-GE8XZ_S138_E1-50,746225102,746225086,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050716\sub-743050716_ses-746225086_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5389152847543125,12.255616,0.5731529359751402,-0.11491571,0.3936921562726488,0.6861203,0.5299883894030165,1.9769804,0.7565159955894537,9.539579,0.6708349176965364,3.6948967,0.21773630050002232,2.086985,0.24547280470953192,-0.23185451,0.5040868215053174,6.8285646,0.5625636214036599,6.5513263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-65.99107864603717
2263,SM-GE8XZ_S159_E1-50,746228110,746228079,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050716\sub-743050716_ses-746228079_icephys.nwb,0,1,1.0,0.5906255906255905,0.0,0.539475870825567,7.47988,0.4977948746069653,-0.14247282,0.4543400865120344,0.66135925,0.5468585691017126,3.2863564,0.5662480552457035,3.3353734,0.6309402717294487,1.9456557,0.4607545541131168,2.845018,0.445438973081607,1.740553,0.5501915019139976,7.2285843,0.4290286555650693,7.0479355,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-62.358161545167164
2264,SM-GE8XZ_S146_E1-50,746230941,746230880,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050716\sub-743050716_ses-746230880_icephys.nwb,1,1,0.0,0.4562523625023619,1.0,0.6090502805364191,12.130373,0.4270334682235863,-0.91972136,0.381229660992461,0.41539094,0.44846914491888284,1.6575831,0.452052156936379,3.5936196,0.6542654869481918,3.2046092,0.5485873721968824,6.2269964,0.4899222848028916,2.1823833,0.5854858234084864,7.082436,0.49372995956738297,6.6076126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-80.84469601130183
2265,SM-GE8XZ_S160_E1-50,746256653,746256255,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050716\sub-743050716_ses-746256255_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.5583726899480889,12.304308,0.513841553783595,-0.20884351,0.4737724715898538,0.76009,0.5371946675666709,1.9895781,0.7037147911864639,9.366947,0.625671715509437,3.5762525,0.33187549541233935,2.4290512,0.1542330705951592,-0.39011472,0.38965568525971445,6.709096,0.5165106107008739,6.5075593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-57.22734396185214
2266,SM-GE8XZ_S147_E1-50,746257157,746257001,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050716\sub-743050716_ses-746257001_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.3763030228981602,11.848682,0.45713364267846107,-0.29864836,0.43662622572622306,0.7257782,0.4375622478562704,1.8154054,0.4708627573730268,8.605643,0.6098519341995616,3.5346937,0.6784184599885305,3.4676127,0.7517126580982199,0.64624566,0.5111579261869478,6.835947,0.4359175910993474,6.430967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-74.47503586723926
2267,SM-GE8XZ_S140_E1-50,746257405,746257237,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050332\sub-743050332_ses-746257237_icephys.nwb,1,0,0.22812322812322794,1.0,0.0,0.5258282104695038,12.222866,0.5299230761347612,-0.1833762,0.6492783781248825,0.9222038,0.6124083760378899,2.1210632,0.35188838769328723,8.21666,0.5877585128069232,3.476654,0.19610160448564276,2.0221477,0.2297581711287427,-0.2591124,0.8045722320186938,7.142278,0.48718823039797887,6.4796925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-73.35454509130203
2269,SM-GE8XZ_S161_E1-50,746262092,746261966,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050716\sub-743050716_ses-746261966_icephys.nwb,0,1,0.0,0.4562523625023619,1.0,0.6810724430247479,12.310607,0.33586573277741133,-1.0640981,0.35502645668778365,0.3911872,0.38399901475404796,1.5448794,0.5114116543240208,3.787694,0.7198841355805334,3.37699,0.6874439217048562,6.6431384,0.5687927536831041,2.3191884,0.5748668346571683,7.0713496,0.4803840894817119,6.594929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-68.27212707073059
2270,SM-GE8XZ_S162_E1-50,746265346,746265325,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050716\sub-743050716_ses-746265325_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.5859786004957506,12.373391,0.49237393342834096,-0.24284047,0.6223983016153006,0.8973748,0.5978616187451291,2.0956333,0.4339578021626572,8.484983,0.6105782591942431,3.5366018,0.25241754207781175,2.190922,0.17251291840469157,-0.35840735,0.7177879184438346,7.0516734,0.4485820937811183,6.4430027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-67.39111667980926
2272,SM-GE8XF_S033_E1-50,746747868,746747792,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050413\sub-743050413_ses-746747792_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.5438420398387307,12.313764,0.38318364828580337,-0.7775565,0.33044708103083226,0.46568483,0.47847056176763,1.7425116,0.1418135785106398,5.4667015,0.6252687562471122,3.463922,0.7025349391999351,5.301443,0.6488036652252439,1.5384698,0.5986976723379221,7.042651,0.5464722119703144,6.460693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-71.30674059392639
2274,SM-GE8XF_S034_E1-50,746749610,746749591,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050413\sub-743050413_ses-746749591_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.42963225038913455,12.027956,0.46166907040516647,-0.6532639,0.38988464929420413,0.52058697,0.5162873436821744,1.8086212,0.34176264876320633,6.12043,0.5806547221898164,3.3467205,0.5548970012814591,4.858984,0.6189871443945951,1.4867514,0.5830322660935582,7.026296,0.4412596520340495,6.360703,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-75.57263546723289
2275,SM-GE8XZ_S165_E1-50,746754997,746754931,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050344\sub-743050344_ses-746754931_icephys.nwb,1,0,0.22812322812322794,1.0,0.0,0.5068342129321827,12.175334,0.5004552540162491,-0.23004258,0.5911940380429354,0.8685516,0.5874836835163638,2.077491,0.40469396745157904,8.389306,0.5968495097321076,3.5005362,0.2876384020497998,2.2964761,0.2964143695508172,-0.14349364,0.713768688292798,7.0474772,0.4718208365491901,6.465088,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-65.15983801859109
2276,SM-GE8XZ_S173_E1-50,746755089,746755068,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050344\sub-743050344_ses-746755068_icephys.nwb,0,0,0.0,0.4562523625023619,1.0,0.5141565112143618,11.892903,0.44888302735756325,-0.88511956,0.5247336988367943,0.5479448,0.4552027874669133,1.6693546,0.3821470323548477,3.3650665,0.5859768701765854,3.0252142,0.643626558055982,6.5118213,0.5541223203035517,2.2937417,0.4321037796923494,6.922302,0.5631481523503047,6.673585,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-72.62851992582246
2279,SM-GE8XZ_S174_E1-50,746808380,746808217,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050344\sub-743050344_ses-746808217_icephys.nwb,0,0,0.22812322812322794,1.0,0.0,0.28890990283132556,11.629983,0.6254267708371566,-0.032132845,0.5711775405480516,0.8500625,0.536657454555578,1.988639,0.44116867939059207,8.508559,0.5844086870473711,3.467854,0.28311803395651336,2.282929,0.5963360564572525,0.3767366,0.7444034431962784,7.0794606,0.5537685630656874,6.542968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-72.61538286572684
2280,SM-GE8XZ_S175_E1-50,746888848,746888762,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050344\sub-743050344_ses-746888762_icephys.nwb,0,0,0.22812322812322794,1.0,0.0,0.39983925387075214,11.907581,0.5761958657770667,-0.11009681,0.5533896655176122,0.83363193,0.6029172036926296,2.1044712,0.37969435401776225,8.30757,0.5447178350045065,3.3635857,0.21373502573154,2.0749936,0.36563900266869287,-0.0234198,0.6601037446238782,6.99145,0.6344353389325845,6.6196303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-57.85575126931503
2281,SM-GE8XZ_S176_E1-50,746909752,746909709,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050344\sub-743050344_ses-746909709_icephys.nwb,0,0,0.22812322812322794,1.0,0.0,0.4742794439743836,12.093866,0.5534069241190074,-0.14618626,0.46726360600385675,0.7540778,0.513736638848469,1.9485699,0.677175344376721,9.280177,0.6090204223163589,3.5325093,0.3571952369283666,2.5049324,0.29208749648435084,-0.15099883,0.39258104538669053,6.71215,0.558796532693437,6.547746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-70.72389612010831
2283,SM-GE8XZ_S167_E1-50,746917764,746917747,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050742\sub-743050742_ses-746917747_icephys.nwb,1,1,0.0,0.4562523625023619,1.0,0.4982661254814575,11.853138,0.46089610332392844,-0.8660952,0.4275135041687965,0.45814306,0.5183823925955799,1.7798022,0.4822067410643419,3.6922092,0.6260832966478702,3.1305742,0.4761816099536321,6.010002,0.45052883589601733,2.1140532,0.5700099604041997,7.066279,0.4588407373305612,6.5744553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-72.76472385588856
2284,SM-GE8XZ_S183_E1-50,746924803,746924786,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050742\sub-743050742_ses-746924786_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.4137361482788891,11.942358,0.4250247022844152,-0.34949732,0.4098766259408241,0.7010698,0.44080236923505706,1.8210696,0.49031354521293535,8.669237,0.620928231544421,3.5637913,0.708242260918674,3.5569923,0.7176448716184516,0.58715326,0.483880141920981,6.8074684,0.4079855414858541,6.4044213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-62.06786804570579
2286,SM-GE8XZ_S171_E1-50,746987571,746987526,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050742\sub-743050742_ses-746987526_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5574561641143925,12.302014,0.32468494103305606,-0.50839925,0.40490954095369114,0.6964817,0.4644757468602191,1.8624543,0.3947126152464618,8.356672,0.6211458658487127,3.564363,0.7713605088154215,3.7461526,0.6082936946715092,0.39747778,0.49321708760025834,6.8172164,0.3730476501487537,6.3712177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-75.23093108538886
2287,SM-GE8XZ_S185_E1-50,746999234,746999196,53,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220133\sub-746220133_ses-746999196_icephys.nwb,0,1,1.0,0.0,0.6843755906255904,0.3620963008381334,11.858949,0.48141746285086395,-0.6219896,0.4541343695008102,0.57993406,0.5362056855534847,1.8434415,0.3583388281697466,6.1746254,0.549000729272158,3.263565,0.5206912571446435,4.756472,0.6218581816491454,1.4917314,0.559184529376942,7.0013986,0.46374628159266146,6.3820734,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-69.60248038723077
2289,SM-GE8XZ_S172_E1-50,747014167,747014079,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050742\sub-743050742_ses-747014079_icephys.nwb,1,1,0.0,0.4562523625023619,1.0,0.5669853651420749,12.025106,0.38935545375955016,-0.9793897,0.39526458793184277,0.42835492,0.4510294647607838,1.662059,0.46986437421571464,3.6518562,0.6637559036286672,3.2295406,0.6354187578250718,6.487223,0.5478311234087215,2.2828293,0.569288325899809,7.0655255,0.4752020846602972,6.5900044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-68.25214246119405
2290,SM-GE8XZ_S186_E1-50,747014238,747014200,53,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220133\sub-746220133_ses-747014200_icephys.nwb,0,1,0.0,0.4562523625023619,1.0,0.39809499659805864,11.602462,0.41447569830972747,-0.93960834,0.5244096364684231,0.54764545,0.4946779196247643,1.7383631,0.5845162574700887,4.0267076,0.6450672157329019,3.1804452,0.6206031581216361,6.442822,0.5530308107002778,2.2918484,0.4668897599188719,6.958619,0.43693412302887746,6.553636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-65.64733515325103
2291,SM-GE8XZ_S192_E1-50,747025421,747025377,53,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220133\sub-746220133_ses-747025377_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5962090104772796,12.398993,0.4156879170986925,-0.3642834,0.537579332371105,0.819028,0.5992280409736491,2.098022,0.5070166099232316,8.723847,0.6350315334560194,3.6008408,0.34078870568325537,2.4557633,0.1666533392649276,-0.3685711,0.626835480510071,6.956717,0.3771584330207377,6.3751245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-67.90106268417522
2292,SM-GE8XF_S035_E1-50,747028527,747028480,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050742\sub-743050742_ses-747028480_icephys.nwb,0,1,1.0,0.0,0.6843755906255904,0.38082086645677543,11.905807,0.5811394564054855,-0.464066,0.5276931071080498,0.64787984,0.49717359387964877,1.7752074,0.9063570384725452,7.966357,0.6454500270321105,3.5169384,0.30171151930106743,4.1002073,0.33142312517506195,0.9879562,0.4080208266657577,6.8435802,0.4716863693442967,6.3896194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-58.52123581232987
2294,SM-GE8XF_S031_E1-50,747047415,747047320,53,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220133\sub-746220133_ses-747047320_icephys.nwb,1,1,1.0,0.5906255906255905,0.0,0.7361853707920696,7.9721413,0.4778671005033246,-0.17403121,0.4552115445536223,0.6621642,0.46375584869341174,3.1410801,0.43240265504317443,2.8977692,0.6221904288283812,1.9226698,0.5196078039660217,3.0213964,0.41611542532640744,1.6896898,0.4685148077458478,7.143312,0.39611178624778476,7.0166526,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-64.82569425340904
2296,SM-GE8XF_S032_E1-50,747056356,747056263,53,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220133\sub-746220133_ses-747056263_icephys.nwb,1,1,0.0,0.4562523625023619,1.0,0.4951830926354687,11.845423,0.4847427230475968,-0.82833076,0.43574470123113734,0.46574616,0.5282408446155985,1.7970363,0.365496544830763,3.3106282,0.58103236036336,3.012225,0.47082424862352357,5.9939466,0.4619241906561003,2.133819,0.5532301312543211,7.0487604,0.5124229080207745,6.6253777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-84.41096904867652
2297,SM-GE8XQ_S007_E1-50,750162069,750161904,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220061\sub-746220061_ses-750161904_icephys.nwb,1,1,0.0,0.4562523625023619,1.0,0.5480645372347203,11.977757,0.43610635611709975,-0.9053532,0.46708053851300263,0.4946909,0.45668547628389655,1.6719465,0.37028486075060735,3.3262835,0.599897569827869,3.061784,0.6274613952625882,6.4633756,0.5434397937518276,2.2752123,0.4888297325058428,6.981525,0.546887153680937,6.658131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-69.01813345827476
2298,SM-GE8XQ_S008_E1-50,750189292,750189136,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220061\sub-746220061_ses-750189136_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.44124030730987857,12.057005,0.46399922534500426,-0.6495738,0.3863835238619616,0.517353,0.5184846117252611,1.8124623,0.33283677810209145,6.091247,0.5826937505111346,3.352077,0.5608647049851917,4.8768687,0.6150511258522768,1.4799242,0.5880069768668639,7.03149,0.46156620694616196,6.3800015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-73.60661824431219
2300,SM-GE8XQ_S038_E1-50,750210640,750210483,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220061\sub-746220061_ses-750210483_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.5318521289115984,12.237941,0.49507681530032566,-0.23856008,0.43317181896277795,0.7225874,0.5734810947725395,2.0530124,0.6153104456206054,9.077911,0.5891346549903987,3.4802692,0.3255890962512634,2.4102113,0.175716298409779,-0.3528509,0.3606943916373021,6.6788597,0.5819354285444424,6.5697365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-66.11199650723196
2301,SM-GE8XZ_S178_E1-50,750233621,750233439,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050742\sub-743050742_ses-750233439_icephys.nwb,0,1,0.0,0.4562523625023619,1.0,0.6142769548853358,12.143453,0.40919654805659345,-0.9479686,0.3075097956007086,0.34729633,0.4885443626946087,1.7276407,0.45370706215674583,3.5990303,0.6741131365060942,3.2567492,0.49187262773310525,6.057027,0.44716290123225066,2.1082149,0.6774385015730193,7.1784368,0.4356521688926735,6.5524178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-72.31403814867517
2303,SM-GE8XQ_S009_E1-50,750242027,750241840,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220061\sub-746220061_ses-750241840_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.32989099308178943,11.778356,0.4812698098411889,-0.62222344,0.4975535000501724,0.62004006,0.5295948559824761,1.8318847,0.3903374057897081,6.279244,0.5397941084505317,3.2393792,0.5048859990564472,4.709105,0.607357089641112,1.4665785,0.5272092698719512,6.9680157,0.4797268057563001,6.3972607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-65.9121286927577
2304,SM-GE8XZ_S179_E1-50,750242249,750242122,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050742\sub-743050742_ses-750242122_icephys.nwb,0,1,0.0,0.4562523625023619,1.0,0.3903172935877019,11.582998,0.4124316657709985,-0.94284534,0.5306549674641317,0.5534142,0.48056479238246563,1.7136912,0.5979887056706162,4.0707555,0.6494841574848899,3.1920485,0.6219718142994031,6.4469237,0.553826522713041,2.2932286,0.45452971374303647,6.945715,0.4431547364851033,6.559548,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-75.6361707320115
2309,SM-GE8XQ_S026_E1-50,750346902,750346780,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220061\sub-746220061_ses-750346780_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.5494501871022129,12.28198,0.5188597613102245,-0.20089649,0.6794255995514313,0.9500506,0.6492910019434266,2.1855397,0.31556797995125563,8.097911,0.5760145192249188,3.4458025,0.14856224225475748,1.879676,0.16064376518062606,-0.37899503,0.8564924644175045,7.196484,0.48506033705487084,6.47767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-61.876680561534215
2311,SM-GE8XQ_S003_E1-50,750378755,750378594,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220755\sub-746220755_ses-750378594_icephys.nwb,0,0,0.0,1.0,0.3625004724974956,0.3739177215431355,-0.80051404,0.48448802819251874,-0.5170588,0.25889650410358056,-0.67640644,0.6347311518735486,10.4562,0.5332627620825684,5.369321,0.6213379521727466,1.45,0.48607954622829147,3.826269,0.4710372855682095,2.3827965,0.5007248268301151,7.26827,0.364278682462477,6.1414633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-59.633680061155836
2312,SM-GE8XQ_S004_E1-50,750400315,750400298,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220755\sub-746220755_ses-750400298_icephys.nwb,0,0,1.0,0.5906255906255905,0.0,0.44305201783519754,7.238581,0.4193902137533453,-0.26663747,0.4743877512956325,0.67987716,0.4953564937137953,3.196323,0.45065138693646595,2.957433,0.6010681029553093,1.8671812,0.477659574059105,2.895681,0.43032539312593626,1.7143377,0.501735115136262,7.1779947,0.5748738933143309,7.186541,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-76.80228284635065
2314,SM-GE8XQ_S020_E1-50,750415413,750415341,56,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220143\sub-746220143_ses-750415341_icephys.nwb,0,1,1.0,0.0,0.09375,0.6883025170858232,10.4027815,0.3306635047364933,-0.41754195,0.32934106171703614,0.59209543,0.29908417216286004,2.3638544,0.7660777512211158,2.1924486,0.786775872287709,2.267041,0.937449768128808,4.630535,0.732491909870417,1.9679921,0.5995371433626501,6.9818373,0.3332338174043616,6.7948136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-76.42741386669435
2315,SM-GE8XQ_S005_E1-50,750421101,750421072,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220755\sub-746220755_ses-750421072_icephys.nwb,0,0,0.0,1.0,0.3625004724974956,0.47469685861148153,-0.54831636,0.438860877022802,-0.5893157,0.46500184812998213,-0.48602813,0.3267628485211467,9.917824,0.48639074749440125,5.216074,0.5681073966459947,1.3101628,0.4565037167760658,3.7376325,0.4807555834501229,2.3996534,0.4182091183679364,7.1821218,0.405387514668921,6.1805315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-67.43415637951901
2317,SM-GE8XQ_S013_E1-50,750424273,750424241,56,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220101\sub-746220101_ses-750424241_icephys.nwb,1,0,1.0,0.0,0.0,0.5148843965958004,9.69143,0.45560441969016174,12.400069,0.5868166794565481,1.3131872,0.5923541966039879,2.7481277,0.5216555278472538,6.473345,0.5974666545482809,2.1508324,0.44564969412937644,2.4105914,0.49783157149116597,1.0822467,0.6121511318071191,8.226225,0.48147287244670706,7.7865014,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-63.961672703446176
2319,SM-GE8XQ_S021_E1-50,750440911,750440866,56,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-746220143\sub-746220143_ses-750440866_icephys.nwb,0,1,1.0,0.0,0.6843755906255904,0.49026586484661905,12.17969,0.44682612269818456,-0.6767698,0.3723410793467305,0.5043821,0.49446884434017296,1.7704791,0.3558084143534635,6.1663523,0.6271167419451885,3.4687767,0.5905646395081751,4.965877,0.5863804083276212,1.4301933,0.5591009476590283,7.0013113,0.5021642644713317,6.4185843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-75.12376108508096
